timestamp,distance_cm,is_obstacle,obstacle_level,trigger_pin,echo_pin
2025-07-23T18:05:02.046492,36.21,True,medium,23,24
2025-07-23T18:05:02.547508,54.14,True,medium,23,24
2025-07-23T18:05:03.048478,62.82,True,far,23,24
2025-07-23T18:05:03.549073,69.66,True,far,23,24
2025-07-23T18:05:04.049774,74.47,True,far,23,24
2025-07-23T18:05:04.550471,86.19,True,far,23,24
2025-07-23T18:05:05.051081,92.65,True,far,23,24
2025-07-23T18:05:05.551577,96.95,True,far,23,24
2025-07-23T18:05:06.052132,105.78,False,clear,23,24
2025-07-23T18:05:06.553066,102.73,False,clear,23,24
2025-07-23T18:05:07.053804,104.54,False,clear,23,24
2025-07-23T18:05:07.554664,116.37,False,clear,23,24
2025-07-23T18:05:08.055553,112.17,False,clear,23,24
2025-07-23T18:05:08.556258,116.03,False,clear,23,24
2025-07-23T18:05:09.056763,113.01,False,clear,23,24
2025-07-23T18:05:09.557647,121.48,False,clear,23,24
2025-07-23T18:05:10.058586,120.53,False,clear,23,24
2025-07-23T18:05:10.559221,118.89,False,clear,23,24
2025-07-23T18:05:11.060007,116.38,False,clear,23,24
2025-07-23T18:05:11.560531,114.54,False,clear,23,24
2025-07-23T18:05:12.061312,120.91,False,clear,23,24
2025-07-23T18:05:12.561873,76.39,True,far,23,24
2025-07-23T18:05:15.011097,72.34,True,far,23,24
2025-07-23T18:05:15.511688,74.21,True,far,23,24
2025-07-23T18:05:16.012607,79.1,True,far,23,24
2025-07-23T18:05:16.513145,65.85,True,far,23,24
2025-07-23T18:05:17.014048,63.97,True,far,23,24
2025-07-23T18:05:17.514694,72.77,True,far,23,24
2025-07-23T18:05:18.015322,73.46,True,far,23,24
2025-07-23T18:05:18.761887,74.9,True,far,23,24
2025-07-23T18:05:19.262501,72.09,True,far,23,24
2025-07-23T18:05:19.763075,67.49,True,far,23,24
2025-07-23T18:05:20.264261,75.15,True,far,23,24
2025-07-23T18:05:20.765011,78.92,True,far,23,24
2025-07-23T18:05:21.265854,76.47,True,far,23,24
2025-07-23T18:05:21.766396,82.3,True,far,23,24
2025-07-23T18:05:22.267319,77.97,True,far,23,24
2025-07-23T18:05:22.768165,88.68,True,far,23,24
2025-07-23T18:05:23.269138,84.15,True,far,23,24
2025-07-23T18:05:24.111909,88.31,True,far,23,24
2025-07-23T18:05:24.612974,87.59,True,far,23,24
2025-07-23T18:05:25.113692,91.57,True,far,23,24
2025-07-23T18:05:25.614540,96.82,True,far,23,24
2025-07-23T18:05:26.115248,92.2,True,far,23,24
2025-07-23T18:05:26.616083,98.87,True,far,23,24
2025-07-23T18:05:27.116750,95.54,True,far,23,24
2025-07-23T18:05:27.617482,100.63,False,clear,23,24
2025-07-23T18:05:28.118000,104.34,False,clear,23,24
2025-07-23T18:05:28.618514,98.16,True,far,23,24
2025-07-23T18:05:29.399986,104.39,False,clear,23,24
2025-07-23T18:05:29.900545,105.94,False,clear,23,24
2025-07-23T18:05:30.401183,69.32,True,far,23,24
2025-07-23T18:05:30.901651,77.47,True,far,23,24
2025-07-23T18:05:31.402431,78.4,True,far,23,24
2025-07-23T18:05:31.903274,86.72,True,far,23,24
2025-07-23T18:05:32.404129,69.05,True,far,23,24
2025-07-23T18:05:32.905144,76.45,True,far,23,24
2025-07-23T18:05:33.406309,76.51,True,far,23,24
2025-07-23T18:05:33.906934,82.55,True,far,23,24
2025-07-23T18:05:34.767772,92.31,True,far,23,24
2025-07-23T18:05:35.268397,101.1,False,clear,23,24
2025-07-23T18:05:35.769047,99.42,True,far,23,24
2025-07-23T18:05:36.269501,104.16,False,clear,23,24
2025-07-23T18:05:36.770394,111.21,False,clear,23,24
2025-07-23T18:05:37.270752,115.22,False,clear,23,24
2025-07-23T18:05:37.771700,117.66,False,clear,23,24
2025-07-23T18:05:38.272607,55.56,True,medium,23,24
2025-07-23T18:05:38.773470,66.63,True,far,23,24
2025-07-23T18:05:39.273950,78.45,True,far,23,24
2025-07-23T18:05:40.145446,48.2,True,medium,23,24
2025-07-23T18:05:40.646169,66.5,True,far,23,24
2025-07-23T18:05:41.146710,76.58,True,far,23,24
2025-07-23T18:05:41.647622,82.95,True,far,23,24
2025-07-23T18:05:42.148332,97.69,True,far,23,24
2025-07-23T18:05:42.648945,100.09,False,clear,23,24
2025-07-23T18:05:43.149736,105.58,False,clear,23,24
2025-07-23T18:05:43.650660,121.41,False,clear,23,24
2025-07-23T18:05:44.151257,120.23,False,clear,23,24
2025-07-23T18:05:44.652004,127.0,False,clear,23,24
2025-07-23T18:05:45.153052,141.42,False,clear,23,24
2025-07-23T18:05:45.653911,139.09,False,clear,23,24
2025-07-23T18:05:46.154610,150.63,False,clear,23,24
2025-07-23T18:05:46.655133,152.2,False,clear,23,24
2025-07-23T18:05:47.156090,155.05,False,clear,23,24
2025-07-23T18:05:47.656846,159.28,False,clear,23,24
2025-07-23T18:05:48.157590,168.15,False,clear,23,24
2025-07-23T18:05:48.658411,164.21,False,clear,23,24
2025-07-23T18:05:49.159311,165.55,False,clear,23,24
2025-07-23T18:05:49.660050,66.3,True,far,23,24
2025-07-23T18:05:50.581157,76.71,True,far,23,24
2025-07-23T18:05:51.082111,90.92,True,far,23,24
2025-07-23T18:05:51.583162,57.05,True,medium,23,24
2025-07-23T18:05:52.083868,74.89,True,far,23,24
2025-07-23T18:05:52.584672,86.94,True,far,23,24
2025-07-23T18:05:53.085284,93.37,True,far,23,24
2025-07-23T18:05:53.585731,106.67,False,clear,23,24
2025-07-23T18:05:54.086336,120.28,False,clear,23,24
2025-07-23T18:05:54.586757,121.3,False,clear,23,24
2025-07-23T18:05:55.087267,130.91,False,clear,23,24
2025-07-23T18:05:55.588028,141.88,False,clear,23,24
2025-07-23T18:05:56.088541,138.71,False,clear,23,24
2025-07-23T18:05:56.589601,148.81,False,clear,23,24
2025-07-23T18:05:57.090208,148.5,False,clear,23,24
2025-07-23T18:05:57.590836,161.16,False,clear,23,24
2025-07-23T18:05:58.091531,161.42,False,clear,23,24
2025-07-23T18:05:58.592138,159.02,False,clear,23,24
2025-07-23T18:05:59.093037,170.46,False,clear,23,24
2025-07-23T18:05:59.593611,164.59,False,clear,23,24
2025-07-23T18:06:00.094297,172.1,False,clear,23,24
2025-07-23T18:06:00.595118,169.6,False,clear,23,24
2025-07-23T18:06:01.096095,175.78,False,clear,23,24
2025-07-23T18:06:01.597142,175.5,False,clear,23,24
2025-07-23T18:06:02.097743,177.09,False,clear,23,24
2025-07-23T18:06:02.598546,170.82,False,clear,23,24
2025-07-23T18:06:03.099387,173.63,False,clear,23,24
2025-07-23T18:06:03.600311,172.24,False,clear,23,24
2025-07-23T18:06:04.100985,174.68,False,clear,23,24
2025-07-23T18:06:04.601965,170.85,False,clear,23,24
2025-07-23T18:06:05.102627,165.36,False,clear,23,24
2025-07-23T18:06:05.603123,172.84,False,clear,23,24
2025-07-23T18:06:06.103556,171.74,False,clear,23,24
2025-07-23T18:06:06.604377,162.56,False,clear,23,24
2025-07-23T18:06:07.105380,61.79,True,far,23,24
2025-07-23T18:06:09.091809,77.18,True,far,23,24
2025-07-23T18:06:09.592477,75.07,True,far,23,24
2025-07-23T18:06:10.093270,80.98,True,far,23,24
2025-07-23T18:06:10.593931,92.74,True,far,23,24
2025-07-23T18:06:11.094694,90.79,True,far,23,24
2025-07-23T18:06:11.595328,102.77,False,clear,23,24
2025-07-23T18:06:12.096156,104.88,False,clear,23,24
2025-07-23T18:06:12.597123,104.2,False,clear,23,24
2025-07-23T18:06:13.097684,104.53,False,clear,23,24
2025-07-23T18:06:13.598324,105.39,False,clear,23,24
2025-07-23T18:06:14.098986,103.8,False,clear,23,24
2025-07-23T18:06:14.599408,104.45,False,clear,23,24
2025-07-23T18:06:15.100371,107.82,False,clear,23,24
2025-07-23T18:06:15.600999,111.5,False,clear,23,24
2025-07-23T18:06:16.101524,109.42,False,clear,23,24
2025-07-23T18:06:16.602523,109.93,False,clear,23,24
2025-07-23T18:06:17.103305,108.03,False,clear,23,24
2025-07-23T18:06:17.604314,113.47,False,clear,23,24
2025-07-23T18:06:18.105086,109.67,False,clear,23,24
2025-07-23T18:06:18.605919,111.68,False,clear,23,24
2025-07-23T18:06:19.106678,110.51,False,clear,23,24
2025-07-23T18:06:19.607503,103.38,False,clear,23,24
2025-07-23T18:06:20.108205,111.8,False,clear,23,24
2025-07-23T18:06:20.609200,105.46,False,clear,23,24
2025-07-23T18:06:21.109968,110.92,False,clear,23,24
2025-07-23T18:06:21.610869,103.71,False,clear,23,24
2025-07-23T18:06:22.111373,100.88,False,clear,23,24
2025-07-23T18:06:22.612517,109.03,False,clear,23,24
2025-07-23T18:06:23.112975,104.1,False,clear,23,24
2025-07-23T18:06:23.613582,102.89,False,clear,23,24
2025-07-23T18:06:24.114128,99.38,True,far,23,24
2025-07-23T18:06:24.911952,107.29,False,clear,23,24
2025-07-23T18:06:25.412705,41.6,True,medium,23,24
2025-07-23T18:06:25.913904,50.53,True,medium,23,24
2025-07-23T18:06:26.414694,52.96,True,medium,23,24
2025-07-23T18:06:26.915542,66.11,True,far,23,24
2025-07-23T18:06:27.416177,62.5,True,far,23,24
2025-07-23T18:06:27.916948,65.39,True,far,23,24
2025-07-23T18:06:28.417730,47.06,True,medium,23,24
2025-07-23T18:06:28.918501,53.84,True,medium,23,24
2025-07-23T18:06:29.419172,58.87,True,medium,23,24
2025-07-23T18:06:30.251915,63.38,True,far,23,24
2025-07-23T18:06:30.752446,69.58,True,far,23,24
2025-07-23T18:06:31.253177,75.97,True,far,23,24
2025-07-23T18:06:31.754056,79.51,True,far,23,24
2025-07-23T18:06:32.254760,86.72,True,far,23,24
2025-07-23T18:06:32.755325,88.4,True,far,23,24
2025-07-23T18:06:33.256192,87.39,True,far,23,24
2025-07-23T18:06:33.756918,95.47,True,far,23,24
2025-07-23T18:06:34.257490,100.05,False,clear,23,24
2025-07-23T18:06:34.758123,97.29,True,far,23,24
2025-07-23T18:06:35.561793,105.68,False,clear,23,24
2025-07-23T18:06:36.062245,109.66,False,clear,23,24
2025-07-23T18:06:36.562967,108.85,False,clear,23,24
2025-07-23T18:06:37.063558,116.87,False,clear,23,24
2025-07-23T18:06:37.564263,115.09,False,clear,23,24
2025-07-23T18:06:38.065030,114.24,False,clear,23,24
2025-07-23T18:06:38.565849,117.27,False,clear,23,24
2025-07-23T18:06:39.066310,129.67,False,clear,23,24
2025-07-23T18:06:39.566839,60.99,True,far,23,24
2025-07-23T18:06:40.067501,68.93,True,far,23,24
2025-07-23T18:06:40.831617,73.31,True,far,23,24
2025-07-23T18:06:41.332267,87.31,True,far,23,24
2025-07-23T18:06:41.833101,60.85,True,far,23,24
2025-07-23T18:06:42.333855,78.1,True,far,23,24
2025-07-23T18:06:42.834479,81.56,True,far,23,24
2025-07-23T18:06:43.334956,97.74,True,far,23,24
2025-07-23T18:06:43.835911,97.56,True,far,23,24
2025-07-23T18:06:44.336895,111.96,False,clear,23,24
2025-07-23T18:06:44.837675,116.58,False,clear,23,24
2025-07-23T18:06:45.338241,122.39,False,clear,23,24
2025-07-23T18:06:45.839379,131.58,False,clear,23,24
2025-07-23T18:06:46.339951,137.22,False,clear,23,24
2025-07-23T18:06:46.840846,138.56,False,clear,23,24
2025-07-23T18:06:47.341590,143.47,False,clear,23,24
2025-07-23T18:06:47.842266,151.76,False,clear,23,24
2025-07-23T18:06:48.343041,155.2,False,clear,23,24
2025-07-23T18:06:48.843833,152.61,False,clear,23,24
2025-07-23T18:06:49.344442,162.62,False,clear,23,24
2025-07-23T18:06:49.845342,165.91,False,clear,23,24
2025-07-23T18:06:50.345895,163.6,False,clear,23,24
2025-07-23T18:06:50.846859,168.33,False,clear,23,24
2025-07-23T18:06:51.347648,172.08,False,clear,23,24
2025-07-23T18:06:51.848508,170.58,False,clear,23,24
2025-07-23T18:06:52.349308,172.43,False,clear,23,24
2025-07-23T18:06:52.850444,183.73,False,clear,23,24
2025-07-23T18:06:53.351017,185.0,False,clear,23,24
2025-07-23T18:06:53.851923,185.04,False,clear,23,24
2025-07-23T18:06:54.352833,181.87,False,clear,23,24
2025-07-23T18:06:54.853590,187.16,False,clear,23,24
2025-07-23T18:06:55.354527,185.14,False,clear,23,24
2025-07-23T18:06:55.855190,187.05,False,clear,23,24
2025-07-23T18:06:56.356209,187.73,False,clear,23,24
2025-07-23T18:06:56.857274,193.57,False,clear,23,24
2025-07-23T18:06:57.358138,187.79,False,clear,23,24
2025-07-23T18:06:57.858771,197.2,False,clear,23,24
2025-07-23T18:06:58.359798,192.17,False,clear,23,24
2025-07-23T18:06:58.860872,197.73,False,clear,23,24
2025-07-23T18:06:59.361498,191.59,False,clear,23,24
2025-07-23T18:06:59.862537,46.68,True,medium,23,24
2025-07-23T18:07:00.760595,56.23,True,medium,23,24
2025-07-23T18:07:01.261388,73.63,True,far,23,24
2025-07-23T18:07:01.761963,81.1,True,far,23,24
2025-07-23T18:07:02.262557,95.87,True,far,23,24
2025-07-23T18:07:02.763053,102.11,False,clear,23,24
2025-07-23T18:07:03.263773,114.03,False,clear,23,24
2025-07-23T18:07:03.764319,121.18,False,clear,23,24
2025-07-23T18:07:04.264995,127.2,False,clear,23,24
2025-07-23T18:07:04.765806,128.66,False,clear,23,24
2025-07-23T18:07:05.266849,132.06,False,clear,23,24
2025-07-23T18:07:05.767255,136.63,False,clear,23,24
2025-07-23T18:07:06.267803,145.04,False,clear,23,24
2025-07-23T18:07:06.768342,37.51,True,medium,23,24
2025-07-23T18:07:07.611930,49.22,True,medium,23,24
2025-07-23T18:07:08.112958,62.28,True,far,23,24
2025-07-23T18:07:08.613421,70.86,True,far,23,24
2025-07-23T18:07:09.113963,82.02,True,far,23,24
2025-07-23T18:07:09.614690,93.42,True,far,23,24
2025-07-23T18:07:10.115204,71.93,True,far,23,24
2025-07-23T18:07:10.616141,79.93,True,far,23,24
2025-07-23T18:07:11.117110,89.18,True,far,23,24
2025-07-23T18:07:11.617874,92.04,True,far,23,24
2025-07-23T18:07:12.118524,98.57,True,far,23,24
2025-07-23T18:07:12.861026,99.34,True,far,23,24
2025-07-23T18:07:13.361553,100.79,False,clear,23,24
2025-07-23T18:07:13.861999,108.93,False,clear,23,24
2025-07-23T18:07:14.362977,110.83,False,clear,23,24
2025-07-23T18:07:14.863567,115.29,False,clear,23,24
2025-07-23T18:07:15.364187,115.35,False,clear,23,24
2025-07-23T18:07:15.865028,116.68,False,clear,23,24
2025-07-23T18:07:16.365908,111.17,False,clear,23,24
2025-07-23T18:07:16.866675,113.01,False,clear,23,24
2025-07-23T18:07:17.367290,117.59,False,clear,23,24
2025-07-23T18:07:17.868082,115.18,False,clear,23,24
2025-07-23T18:07:18.368861,114.13,False,clear,23,24
2025-07-23T18:07:18.869719,113.65,False,clear,23,24
2025-07-23T18:07:19.370565,118.94,False,clear,23,24
2025-07-23T18:07:19.871477,111.01,False,clear,23,24
2025-07-23T18:07:20.372159,114.37,False,clear,23,24
2025-07-23T18:07:20.872591,111.76,False,clear,23,24
2025-07-23T18:07:21.373400,108.17,False,clear,23,24
2025-07-23T18:07:21.873903,107.84,False,clear,23,24
2025-07-23T18:07:22.374857,108.7,False,clear,23,24
2025-07-23T18:07:22.875662,111.37,False,clear,23,24
2025-07-23T18:07:23.376095,28.68,True,close,23,24
2025-07-23T18:07:24.215449,65.98,True,far,23,24
2025-07-23T18:07:24.716333,64.91,True,far,23,24
2025-07-23T18:07:25.216961,65.8,True,far,23,24
2025-07-23T18:07:25.717529,73.19,True,far,23,24
2025-07-23T18:07:26.218108,77.59,True,far,23,24
2025-07-23T18:07:26.719119,79.07,True,far,23,24
2025-07-23T18:07:27.220086,76.26,True,far,23,24
2025-07-23T18:07:27.721044,81.17,True,far,23,24
2025-07-23T18:07:28.221464,84.14,True,far,23,24
2025-07-23T18:07:28.722379,88.08,True,far,23,24
2025-07-23T18:07:29.578655,88.06,True,far,23,24
2025-07-23T18:07:30.079628,86.77,True,far,23,24
2025-07-23T18:07:30.580279,92.93,True,far,23,24
2025-07-23T18:07:31.081150,94.34,True,far,23,24
2025-07-23T18:07:31.581823,97.72,True,far,23,24
2025-07-23T18:07:32.082718,96.62,True,far,23,24
2025-07-23T18:07:32.583728,99.97,True,far,23,24
2025-07-23T18:07:33.084555,99.81,True,far,23,24
2025-07-23T18:07:33.585803,98.95,True,far,23,24
2025-07-23T18:07:34.086452,97.19,True,far,23,24
2025-07-23T18:07:34.824470,107.53,False,clear,23,24
2025-07-23T18:07:35.325356,109.1,False,clear,23,24
2025-07-23T18:07:35.825953,102.88,False,clear,23,24
2025-07-23T18:07:36.326533,106.23,False,clear,23,24
2025-07-23T18:07:36.826974,109.14,False,clear,23,24
2025-07-23T18:07:37.327583,116.53,False,clear,23,24
2025-07-23T18:07:37.828459,117.98,False,clear,23,24
2025-07-23T18:07:38.329305,120.71,False,clear,23,24
2025-07-23T18:07:38.829766,117.58,False,clear,23,24
2025-07-23T18:07:39.330496,115.58,False,clear,23,24
2025-07-23T18:07:39.831413,125.97,False,clear,23,24
2025-07-23T18:07:40.331932,121.22,False,clear,23,24
2025-07-23T18:07:40.832803,130.74,False,clear,23,24
2025-07-23T18:07:41.333599,123.41,False,clear,23,24
2025-07-23T18:07:41.834347,134.44,False,clear,23,24
2025-07-23T18:07:42.334833,135.74,False,clear,23,24
2025-07-23T18:07:42.835587,130.27,False,clear,23,24
2025-07-23T18:07:43.336294,134.63,False,clear,23,24
2025-07-23T18:07:43.837114,135.95,False,clear,23,24
2025-07-23T18:07:44.338029,142.62,False,clear,23,24
2025-07-23T18:07:44.838739,142.62,False,clear,23,24
2025-07-23T18:07:45.339370,149.93,False,clear,23,24
2025-07-23T18:07:45.840021,144.42,False,clear,23,24
2025-07-23T18:07:46.340796,155.88,False,clear,23,24
2025-07-23T18:07:46.841827,155.07,False,clear,23,24
2025-07-23T18:07:47.342571,152.75,False,clear,23,24
2025-07-23T18:07:47.843268,160.33,False,clear,23,24
2025-07-23T18:07:48.343803,40.82,True,medium,23,24
2025-07-23T18:07:49.171829,53.28,True,medium,23,24
2025-07-23T18:07:49.672770,64.94,True,far,23,24
2025-07-23T18:07:50.173732,73.12,True,far,23,24
2025-07-23T18:07:50.674636,86.55,True,far,23,24
2025-07-23T18:07:51.175308,102.62,False,clear,23,24
2025-07-23T18:07:51.676106,105.48,False,clear,23,24
2025-07-23T18:07:52.176717,112.46,False,clear,23,24
2025-07-23T18:07:52.677332,125.52,False,clear,23,24
2025-07-23T18:07:53.177922,128.98,False,clear,23,24
2025-07-23T18:07:53.678746,137.81,False,clear,23,24
2025-07-23T18:07:54.180023,144.99,False,clear,23,24
2025-07-23T18:07:54.680535,144.73,False,clear,23,24
2025-07-23T18:07:55.181316,151.08,False,clear,23,24
2025-07-23T18:07:55.681851,156.26,False,clear,23,24
2025-07-23T18:07:56.183087,158.06,False,clear,23,24
2025-07-23T18:07:56.683829,165.74,False,clear,23,24
2025-07-23T18:07:57.184599,168.75,False,clear,23,24
2025-07-23T18:07:57.685132,170.71,False,clear,23,24
2025-07-23T18:07:58.186097,172.07,False,clear,23,24
2025-07-23T18:07:58.686929,180.32,False,clear,23,24
2025-07-23T18:07:59.187942,180.62,False,clear,23,24
2025-07-23T18:07:59.688916,180.45,False,clear,23,24
2025-07-23T18:08:00.189866,187.32,False,clear,23,24
2025-07-23T18:08:00.690805,182.65,False,clear,23,24
2025-07-23T18:08:01.191800,182.14,False,clear,23,24
2025-07-23T18:08:01.692821,184.0,False,clear,23,24
2025-07-23T18:08:02.193842,184.31,False,clear,23,24
2025-07-23T18:08:02.694463,19.14,True,close,23,24
2025-07-23T18:08:03.586517,38.52,True,medium,23,24
2025-07-23T18:08:04.087087,47.62,True,medium,23,24
2025-07-23T18:08:04.587593,59.39,True,medium,23,24
2025-07-23T18:08:05.088369,75.14,True,far,23,24
2025-07-23T18:08:05.589193,83.61,True,far,23,24
2025-07-23T18:08:06.090005,90.93,True,far,23,24
2025-07-23T18:08:06.590754,99.91,True,far,23,24
2025-07-23T18:08:07.091206,113.1,False,clear,23,24
2025-07-23T18:08:07.591885,120.46,False,clear,23,24
2025-07-23T18:08:08.092487,123.74,False,clear,23,24
2025-07-23T18:08:08.593030,125.94,False,clear,23,24
2025-07-23T18:08:09.093521,135.74,False,clear,23,24
2025-07-23T18:08:09.594338,136.46,False,clear,23,24
2025-07-23T18:08:10.094956,143.46,False,clear,23,24
2025-07-23T18:08:10.595743,144.81,False,clear,23,24
2025-07-23T18:08:11.096220,138.86,False,clear,23,24
2025-07-23T18:08:11.597146,140.83,False,clear,23,24
2025-07-23T18:08:12.097638,142.97,False,clear,23,24
2025-07-23T18:08:12.598556,51.49,True,medium,23,24
2025-07-23T18:08:13.967262,59.97,True,medium,23,24
2025-07-23T18:08:14.468064,65.03,True,far,23,24
2025-07-23T18:08:14.969173,74.2,True,far,23,24
2025-07-23T18:08:15.470310,84.57,True,far,23,24
2025-07-23T18:08:15.971036,90.77,True,far,23,24
2025-07-23T18:08:16.471547,94.31,True,far,23,24
2025-07-23T18:08:16.972158,97.53,True,far,23,24
2025-07-23T18:08:17.472746,99.22,True,far,23,24
2025-07-23T18:08:17.973407,27.22,True,close,23,24
2025-07-23T18:08:18.834619,31.9,True,medium,23,24
2025-07-23T18:08:19.335140,38.8,True,medium,23,24
2025-07-23T18:08:19.835785,49.49,True,medium,23,24
2025-07-23T18:08:20.336891,57.3,True,medium,23,24
2025-07-23T18:08:20.837748,63.76,True,far,23,24
2025-07-23T18:08:21.338372,62.92,True,far,23,24
2025-07-23T18:08:21.839212,67.24,True,far,23,24
2025-07-23T18:08:22.340058,72.05,True,far,23,24
2025-07-23T18:08:22.841179,74.53,True,far,23,24
2025-07-23T18:08:23.342167,82.35,True,far,23,24
2025-07-23T18:08:24.188568,80.71,True,far,23,24
2025-07-23T18:08:24.689484,82.56,True,far,23,24
2025-07-23T18:08:25.189985,92.61,True,far,23,24
2025-07-23T18:08:25.690458,84.52,True,far,23,24
2025-07-23T18:08:26.191060,95.27,True,far,23,24
2025-07-23T18:08:26.691811,94.4,True,far,23,24
2025-07-23T18:08:27.192716,94.01,True,far,23,24
2025-07-23T18:08:27.693162,95.22,True,far,23,24
2025-07-23T18:08:28.193862,94.06,True,far,23,24
2025-07-23T18:08:28.694648,95.48,True,far,23,24
2025-07-23T18:08:29.447625,98.95,True,far,23,24
2025-07-23T18:08:29.948196,96.31,True,far,23,24
2025-07-23T18:08:30.449187,94.47,True,far,23,24
2025-07-23T18:08:30.950046,96.92,True,far,23,24
2025-07-23T18:08:31.450801,99.67,True,far,23,24
2025-07-23T18:08:31.951554,98.41,True,far,23,24
2025-07-23T18:08:32.452275,96.8,True,far,23,24
2025-07-23T18:08:32.952957,100.13,False,clear,23,24
2025-07-23T18:08:33.453783,101.63,False,clear,23,24
2025-07-23T18:08:33.954252,95.99,True,far,23,24
2025-07-23T18:08:34.812842,104.48,False,clear,23,24
2025-07-23T18:08:35.313596,101.2,False,clear,23,24
2025-07-23T18:08:35.814327,101.21,False,clear,23,24
2025-07-23T18:08:36.315187,102.51,False,clear,23,24
2025-07-23T18:08:36.815643,108.03,False,clear,23,24
2025-07-23T18:08:37.316372,107.97,False,clear,23,24
2025-07-23T18:08:37.817241,104.33,False,clear,23,24
2025-07-23T18:08:38.317799,107.12,False,clear,23,24
2025-07-23T18:08:38.818678,106.86,False,clear,23,24
2025-07-23T18:08:39.319439,109.67,False,clear,23,24
2025-07-23T18:08:39.820336,116.42,False,clear,23,24
2025-07-23T18:08:40.321033,119.47,False,clear,23,24
2025-07-23T18:08:40.821694,120.66,False,clear,23,24
2025-07-23T18:08:41.322292,117.0,False,clear,23,24
2025-07-23T18:08:41.823213,118.41,False,clear,23,24
2025-07-23T18:08:42.323641,117.81,False,clear,23,24
2025-07-23T18:08:42.824089,125.8,False,clear,23,24
2025-07-23T18:08:43.325135,122.51,False,clear,23,24
2025-07-23T18:08:43.825664,128.25,False,clear,23,24
2025-07-23T18:08:44.326099,128.72,False,clear,23,24
2025-07-23T18:08:44.826748,134.81,False,clear,23,24
2025-07-23T18:08:45.327678,130.54,False,clear,23,24
2025-07-23T18:08:45.828290,140.42,False,clear,23,24
2025-07-23T18:08:46.329240,136.75,False,clear,23,24
2025-07-23T18:08:46.830124,139.99,False,clear,23,24
2025-07-23T18:08:47.330667,140.66,False,clear,23,24
2025-07-23T18:08:47.831311,147.34,False,clear,23,24
2025-07-23T18:08:48.332255,148.07,False,clear,23,24
2025-07-23T18:08:48.832888,150.6,False,clear,23,24
2025-07-23T18:08:49.333721,152.64,False,clear,23,24
2025-07-23T18:08:49.834446,153.91,False,clear,23,24
2025-07-23T18:08:50.335352,156.28,False,clear,23,24
2025-07-23T18:08:50.835912,154.39,False,clear,23,24
2025-07-23T18:08:51.336545,163.45,False,clear,23,24
2025-07-23T18:08:51.837000,167.54,False,clear,23,24
2025-07-23T18:08:52.337458,167.05,False,clear,23,24
2025-07-23T18:08:52.838191,168.86,False,clear,23,24
2025-07-23T18:08:53.339020,166.16,False,clear,23,24
2025-07-23T18:08:53.839894,173.76,False,clear,23,24
2025-07-23T18:08:54.340755,174.28,False,clear,23,24
2025-07-23T18:08:54.841809,173.32,False,clear,23,24
2025-07-23T18:08:55.342564,172.94,False,clear,23,24
2025-07-23T18:08:55.843187,181.96,False,clear,23,24
2025-07-23T18:08:56.344098,182.02,False,clear,23,24
2025-07-23T18:08:56.844670,183.05,False,clear,23,24
2025-07-23T18:08:57.345646,187.16,False,clear,23,24
